Cultivar 	Wavelength	Absorbance
Woogenellup	1388.50633	0.03834
Woogenellup	1386.57785	0.03874
Woogenellup	1384.64937	0.03928
Woogenellup	1382.72089	0.03985
Woogenellup	1380.79241	0.04038
Woogenellup	1378.86392	0.04084
Woogenellup	1376.93544	0.04127
Woogenellup	1375.00696	0.04162
Woogenellup	1373.07848	0.042
Woogenellup	1371.15	0.04242
Woogenellup	1369.22152	0.04275
Woogenellup	1367.29304	0.04294
Woogenellup	1365.36456	0.04306
Woogenellup	1363.43608	0.0431
Woogenellup	1361.5076	0.04314
Woogenellup	1359.57911	0.04334
Woogenellup	1357.65063	0.0436
Woogenellup	1355.72215	0.0438
Woogenellup	1353.79367	0.04398
Woogenellup	1351.86519	0.04417
Woogenellup	1349.93671	0.0444
Woogenellup	1348.00823	0.04469
Woogenellup	1346.07975	0.04508
Woogenellup	1344.15127	0.04551
Woogenellup	1342.22279	0.04584
Woogenellup	1340.2943	0.04597
Woogenellup	1338.36582	0.04604
Woogenellup	1336.43734	0.04623
Woogenellup	1334.50886	0.04642
Woogenellup	1332.58038	0.04651
Woogenellup	1330.6519	0.0465
Woogenellup	1328.72342	0.04648
Woogenellup	1326.79494	0.04648
Woogenellup	1324.86646	0.04653
Woogenellup	1322.93798	0.0466
Woogenellup	1321.00949	0.04664
Woogenellup	1319.08101	0.04657
Woogenellup	1317.15253	0.04642
Woogenellup	1315.22405	0.0462
Woogenellup	1313.29557	0.04587
Woogenellup	1311.36709	0.04542
Woogenellup	1309.43861	0.04492
Woogenellup	1307.51013	0.04438
Woogenellup	1305.58165	0.04382
Woogenellup	1303.65317	0.04328
Woogenellup	1301.72468	0.04275
Woogenellup	1299.7962	0.04222
Woogenellup	1297.86772	0.04172
Woogenellup	1295.93924	0.04127
Woogenellup	1294.01076	0.04087
Woogenellup	1292.08228	0.04054
Woogenellup	1290.1538	0.04026
Woogenellup	1288.22532	0.04008
Woogenellup	1286.29684	0.04002
Woogenellup	1284.36835	0.04003
Woogenellup	1282.43987	0.04004
Woogenellup	1280.51139	0.04
Woogenellup	1278.58291	0.03992
Woogenellup	1276.65443	0.03985
Woogenellup	1274.72595	0.03984
Woogenellup	1272.79747	0.03989
Woogenellup	1270.86899	0.04003
Woogenellup	1268.94051	0.04031
Woogenellup	1267.01203	0.04072
Woogenellup	1265.08354	0.04123
Woogenellup	1263.15506	0.04177
Woogenellup	1261.22658	0.04233
Woogenellup	1259.2981	0.04289
Woogenellup	1257.36962	0.04339
Woogenellup	1255.44114	0.04381
Woogenellup	1253.51266	0.04414
Woogenellup	1251.58418	0.04439
Woogenellup	1249.6557	0.04455
Woogenellup	1247.72722	0.04465
Woogenellup	1245.79873	0.04466
Woogenellup	1243.87025	0.04459
Woogenellup	1241.94177	0.04441
Woogenellup	1240.01329	0.04415
Woogenellup	1238.08481	0.04386
Woogenellup	1236.15633	0.04357
Woogenellup	1234.22785	0.04325
Woogenellup	1232.29937	0.04287
Woogenellup	1230.37089	0.04245
Woogenellup	1228.44241	0.04204
Woogenellup	1226.51392	0.04166
Woogenellup	1224.58544	0.04135
Woogenellup	1222.65696	0.04114
Woogenellup	1220.72848	0.04102
Woogenellup	1218.8	0.04094
Woogenellup	1216.87152	0.04091
Woogenellup	1214.94304	0.04093
Woogenellup	1213.01456	0.04097
Woogenellup	1211.08608	0.04106
Woogenellup	1209.1576	0.0412
Woogenellup	1207.22911	0.04134
Woogenellup	1205.30063	0.0414
Woogenellup	1203.37215	0.04136
Woogenellup	1201.44367	0.04123
Woogenellup	1199.51519	0.041
Woogenellup	1197.58671	0.04067
Woogenellup	1195.65823	0.04026
Woogenellup	1193.72975	0.03978
Woogenellup	1191.80127	0.03927
Woogenellup	1189.87279	0.03881
Woogenellup	1187.9443	0.03848
Woogenellup	1186.01582	0.03835
Woogenellup	1184.08734	0.03844
Woogenellup	1182.15886	0.03875
Woogenellup	1180.23038	0.03925
Woogenellup	1178.3019	0.0399
Woogenellup	1176.37342	0.04071
Woogenellup	1174.44494	0.04176
Woogenellup	1172.51646	0.04309
Woogenellup	1170.58798	0.04464
Woogenellup	1168.65949	0.04629
Woogenellup	1166.73101	0.0479
Woogenellup	1164.80253	0.0494
Woogenellup	1162.87405	0.0507
Woogenellup	1160.94557	0.05178
Woogenellup	1159.01709	0.05268
Woogenellup	1157.08861	0.0535
Woogenellup	1155.16013	0.05429
Woogenellup	1153.23165	0.05507
Woogenellup	1151.30317	0.05581
Woogenellup	1149.37468	0.0564
Woogenellup	1147.4462	0.05675
Woogenellup	1145.51772	0.05679
Woogenellup	1143.58924	0.05651
Woogenellup	1141.66076	0.05603
Woogenellup	1139.73228	0.05549
Woogenellup	1137.8038	0.05505
Woogenellup	1135.87532	0.05479
Woogenellup	1133.94684	0.05478
Woogenellup	1132.01835	0.05505
Woogenellup	1130.08987	0.05561
Woogenellup	1128.16139	0.05643
Woogenellup	1126.23291	0.05751
Woogenellup	1124.30443	0.05887
Woogenellup	1122.37595	0.06049
Woogenellup	1120.44747	0.06244
Woogenellup	1118.51899	0.06479
Woogenellup	1116.59051	0.06751
Woogenellup	1114.66203	0.0704
Woogenellup	1112.73354	0.07327
Woogenellup	1110.80506	0.076
Woogenellup	1108.87658	0.07848
Woogenellup	1106.9481	0.08065
Woogenellup	1105.01962	0.08251
Woogenellup	1103.09114	0.08403
Woogenellup	1101.16266	0.08524
Woogenellup	1099.23418	0.0861
Woogenellup	1097.3057	0.08661
Woogenellup	1095.37722	0.0868
Woogenellup	1093.44873	0.08681
Woogenellup	1091.52025	0.08677
Woogenellup	1089.59177	0.08676
Woogenellup	1087.66329	0.08688
Woogenellup	1085.73481	0.08734
Woogenellup	1083.80633	0.08821
Woogenellup	1081.87785	0.08946
Woogenellup	1079.94937	0.091
Woogenellup	1078.02089	0.09268
Woogenellup	1076.09241	0.09434
Woogenellup	1074.16392	0.09588
Woogenellup	1072.23544	0.09731
Woogenellup	1070.30696	0.09863
Woogenellup	1068.37848	0.09986
Woogenellup	1066.45	0.10105
Woogenellup	1064.52152	0.10222
Woogenellup	1062.59304	0.10334
Woogenellup	1060.66456	0.10434
Woogenellup	1058.73608	0.10525
Woogenellup	1056.8076	0.10612
Woogenellup	1054.87911	0.10697
Woogenellup	1052.95063	0.10782
Woogenellup	1051.02215	0.10866
Woogenellup	1049.09367	0.10946
Woogenellup	1047.16519	0.11022
Woogenellup	1045.23671	0.11103
Woogenellup	1043.30823	0.11202
Woogenellup	1041.37975	0.11338
Woogenellup	1039.45127	0.11509
Woogenellup	1037.52279	0.11697
Woogenellup	1035.5943	0.11878
Woogenellup	1033.66582	0.12029
Woogenellup	1031.73734	0.12134
Woogenellup	1029.80886	0.12193
Woogenellup	1027.88038	0.12218
Woogenellup	1025.9519	0.12212
Woogenellup	1024.02342	0.12178
Woogenellup	1022.09494	0.12123
Woogenellup	1020.16646	0.12055
Woogenellup	1018.23798	0.1198
Woogenellup	1016.30949	0.11909
Woogenellup	1014.38101	0.11847
Woogenellup	1012.45253	0.11787
Woogenellup	1010.52405	0.11712
Woogenellup	1008.59557	0.11608
Woogenellup	1006.66709	0.11466
Woogenellup	1004.73861	0.11284
Woogenellup	1002.81013	0.11065
Woogenellup	1000.88165	0.10827
Woogenellup	998.95316	0.10594
Woogenellup	997.02468	0.10385
Woogenellup	995.0962	0.10205
Woogenellup	993.16772	0.10054
Woogenellup	991.23924	0.09922
Woogenellup	989.31076	0.09795
Woogenellup	987.38228	0.09655
Woogenellup	985.4538	0.09492
Woogenellup	983.52532	0.09301
Woogenellup	981.59684	0.09091
Woogenellup	979.66835	0.08874
Woogenellup	977.73987	0.08664
Woogenellup	975.81139	0.08476
Woogenellup	973.88291	0.08316
Woogenellup	971.95443	0.08184
Woogenellup	970.02595	0.08081
Woogenellup	968.09747	0.08001
Woogenellup	966.16899	0.07936
Woogenellup	964.24051	0.07875
Woogenellup	962.31203	0.07809
Woogenellup	960.38354	0.07734
Woogenellup	958.45506	0.07647
Woogenellup	956.52658	0.07537
Woogenellup	954.5981	0.07393
Woogenellup	952.66962	0.07212
Woogenellup	950.74114	0.07003
Woogenellup	948.81266	0.06778
Woogenellup	946.88418	0.06549
Woogenellup	944.9557	0.06325
Woogenellup	943.02722	0.06113
Woogenellup	941.09873	0.05916
Woogenellup	939.17025	0.05734
Woogenellup	937.24177	0.05568
Woogenellup	935.31329	0.05422
Woogenellup	933.38481	0.05294
Woogenellup	931.45633	0.05182
Woogenellup	929.52785	0.0508
Woogenellup	927.59937	0.0499
Woogenellup	925.67089	0.0491
Woogenellup	923.74241	0.04843
Woogenellup	921.81392	0.04786
Woogenellup	919.88544	0.0474
Woogenellup	917.95696	0.04699
Woogenellup	916.02848	0.04663
Woogenellup	914.1	0.04626
Woogenellup	912.17152	0.04593
Woogenellup	910.24304	0.04572
Woogenellup	908.31456	0.04572
Woogenellup	906.38608	0.04594
Woogenellup	904.4576	0.04637
Woogenellup	902.52911	0.04695
Woogenellup	900.60063	0.04757
Woogenellup	898.67215	0.04807
Woogenellup	896.74367	0.04837
Woogenellup	894.81519	0.04839
Woogenellup	892.88671	0.04811
Woogenellup	890.95823	0.04758
Woogenellup	889.02975	0.04693
Woogenellup	887.10127	0.04625
Woogenellup	885.17279	0.04561
Woogenellup	883.2443	0.04505
Woogenellup	881.31582	0.04457
Woogenellup	879.38734	0.04421
Woogenellup	877.45886	0.04402
Woogenellup	875.53038	0.04396
Woogenellup	873.6019	0.04398
Woogenellup	871.67342	0.04401
Woogenellup	869.74494	0.04411
Woogenellup	867.81646	0.0444
Woogenellup	865.88798	0.04487
Woogenellup	863.95949	0.04546
Woogenellup	862.03101	0.04611
Woogenellup	860.10253	0.0468
Woogenellup	858.17405	0.04743
Woogenellup	856.24557	0.04795
Woogenellup	854.31709	0.0484
Woogenellup	852.38861	0.04869
Woogenellup	850.46013	0.04887
Woogenellup	848.53165	0.04904
Woogenellup	846.60316	0.04924
Woogenellup	844.67468	0.04953
Woogenellup	842.7462	0.05002
Woogenellup	840.81772	0.05066
Woogenellup	838.88924	0.05131
Woogenellup	836.96076	0.05188
Woogenellup	835.03228	0.0523
Woogenellup	833.1038	0.05252
Woogenellup	831.17532	0.05257
Woogenellup	829.24684	0.05256
Woogenellup	827.31835	0.05261
Woogenellup	825.38987	0.0527
Woogenellup	823.46139	0.05281
Woogenellup	821.53291	0.05294
Woogenellup	819.60443	0.05313
Woogenellup	817.67595	0.05333
Woogenellup	815.74747	0.05351
Woogenellup	813.81899	0.05371
Woogenellup	811.89051	0.05393
Woogenellup	809.96203	0.05417
Woogenellup	808.03354	0.05442
Woogenellup	806.10506	0.05469
Woogenellup	804.17658	0.05498
Woogenellup	802.2481	0.05524
Woogenellup	800.31962	0.05536
Woogenellup	798.39114	0.05537
Woogenellup	796.46266	0.05539
Woogenellup	794.53418	0.05542
Woogenellup	792.6057	0.05548
Woogenellup	790.67722	0.05564
Woogenellup	788.74873	0.05589
Woogenellup	786.82025	0.05619
Woogenellup	784.89177	0.05651
Woogenellup	782.96329	0.05689
Woogenellup	781.03481	0.05733
Woogenellup	779.10633	0.05773
Woogenellup	777.17785	0.05805
Woogenellup	775.24937	0.0583
Woogenellup	773.32089	0.05853
Woogenellup	771.39241	0.05878
Woogenellup	769.46392	0.05908
Woogenellup	767.53544	0.0594
Woogenellup	765.60696	0.05973
Woogenellup	763.67848	0.06014
Woogenellup	761.75	0.0606
Woogenellup	759.82152	0.06096
Woogenellup	757.89304	0.06121
Woogenellup	755.96456	0.06142
Woogenellup	754.03608	0.06162
Woogenellup	752.1076	0.06187
Woogenellup	750.17911	0.06219
Woogenellup	748.25063	0.06256
Woogenellup	746.32215	0.06298
Woogenellup	744.39367	0.06345
Woogenellup	742.46519	0.06399
Woogenellup	740.53671	0.06456
Woogenellup	738.60823	0.06518
Woogenellup	736.67975	0.06591
Woogenellup	734.75127	0.06671
Woogenellup	732.82279	0.06755
Woogenellup	730.8943	0.06846
Woogenellup	728.96582	0.06951
Woogenellup	727.03734	0.07063
Woogenellup	725.10886	0.07157
Woogenellup	723.18038	0.07223
Woogenellup	721.2519	0.07272
Woogenellup	719.32342	0.07316
Woogenellup	717.39494	0.07354
Woogenellup	715.46646	0.07385
Woogenellup	713.53797	0.07417
Woogenellup	711.60949	0.07455
Woogenellup	709.68101	0.07495
Woogenellup	707.75253	0.07537
Woogenellup	705.82405	0.07576
Woogenellup	703.89557	0.07614
Woogenellup	701.96709	0.0766
Woogenellup	700.03861	0.07707
Woogenellup	698.11013	0.07743
Woogenellup	696.18165	0.07767
Woogenellup	694.25316	0.07784
Woogenellup	692.32468	0.07808
Woogenellup	690.3962	0.07853
Woogenellup	688.46772	0.07904
Woogenellup	686.53924	0.07948
Woogenellup	684.61076	0.07992
Woogenellup	682.68228	0.0805
Woogenellup	680.7538	0.08131
Woogenellup	678.82532	0.08235
Woogenellup	676.89684	0.08358
Woogenellup	674.96835	0.0847
Woogenellup	673.03987	0.08548
Woogenellup	671.11139	0.08619
Woogenellup	669.18291	0.08728
Woogenellup	667.25443	0.08825
Woogenellup	665.32595	0.08857
Woogenellup	663.39747	0.08901
Woogenellup	661.46899	0.08959
Woogenellup	659.54051	0.09009
Woogenellup	657.61203	0.09058
Woogenellup	655.68354	0.09112
Woogenellup	653.75506	0.09176
Woogenellup	651.82658	0.09243
Woogenellup	649.8981	0.09292
Narrikup	3997.74114	0.00342
Narrikup	3995.81266	0.00342
Narrikup	3993.88418	0.00342
Narrikup	3991.9557	0.00342
Narrikup	3990.02722	0.00342
Narrikup	3988.09874	0.00342
Narrikup	3986.17025	0.00343
Narrikup	3984.24177	0.00341
Narrikup	3982.31329	0.00339
Narrikup	3980.38481	0.0034
Narrikup	3978.45633	0.00343
Narrikup	3976.52785	0.00345
Narrikup	3974.59937	0.00343
Narrikup	3972.67089	0.00341
Narrikup	3970.74241	0.00342
Narrikup	3968.81393	0.00343
Narrikup	3966.88544	0.00342
Narrikup	3964.95696	0.00342
Narrikup	3963.02848	0.00343
Narrikup	3961.1	0.00342
Narrikup	3959.17152	0.00341
Narrikup	3957.24304	0.00343
Narrikup	3955.31456	0.00343
Narrikup	3953.38608	0.00341
Narrikup	3951.4576	0.00339
Narrikup	3949.52912	0.00337
Narrikup	3947.60063	0.00336
Narrikup	3945.67215	0.00341
Narrikup	3943.74367	0.00342
Narrikup	3941.81519	0.00336
Narrikup	3939.88671	0.00333
Narrikup	3937.95823	0.00335
Narrikup	3936.02975	0.00337
Narrikup	3934.10127	0.00341
Narrikup	3932.17279	0.00337
Narrikup	3930.24431	0.00328
Narrikup	3928.31582	0.00326
Narrikup	3926.38734	0.00333
Narrikup	3924.45886	0.00337
Narrikup	3922.53038	0.00338
Narrikup	3920.6019	0.00341
Narrikup	3918.67342	0.00341
Narrikup	3916.74494	0.00333
Narrikup	3914.81646	0.00327
Narrikup	3912.88798	0.0033
Narrikup	3910.9595	0.00333
Narrikup	3909.03101	0.00337
Narrikup	3907.10253	0.00345
Narrikup	3905.17405	0.00348
Narrikup	3903.24557	0.00344
Narrikup	3901.31709	0.00337
Narrikup	3899.38861	0.00328
Narrikup	3897.46013	0.00325
Narrikup	3895.53165	0.00335
Narrikup	3893.60317	0.00344
Narrikup	3891.67469	0.00336
Narrikup	3889.7462	0.00329
Narrikup	3887.81772	0.00339
Narrikup	3885.88924	0.00341
Narrikup	3883.96076	0.00332
Narrikup	3882.03228	0.00329
Narrikup	3880.1038	0.0032
Narrikup	3878.17532	0.00321
Narrikup	3876.24684	0.00339
Narrikup	3874.31836	0.00349
Narrikup	3872.38987	0.00346
Narrikup	3870.46139	0.00335
Narrikup	3868.53291	0.00321
Narrikup	3866.60443	0.00326
Narrikup	3864.67595	0.00328
Narrikup	3862.74747	0.00317
Narrikup	3860.81899	0.00317
Narrikup	3858.89051	0.00332
Narrikup	3856.96203	0.00353
Narrikup	3855.03355	0.00362
Narrikup	3853.10506	0.00319
Narrikup	3851.17658	0.00285
Narrikup	3849.2481	0.00298
Narrikup	3847.31962	0.00319
Narrikup	3845.39114	0.00336
Narrikup	3843.46266	0.00343
Narrikup	3841.53418	0.0034
Narrikup	3839.6057	0.00327
Narrikup	3837.67722	0.00304
Narrikup	3835.74874	0.00297
Narrikup	3833.82025	0.00305
Narrikup	3831.89177	0.00309
Narrikup	3829.96329	0.00315
Narrikup	3828.03481	0.00325
Narrikup	3826.10633	0.00332
Narrikup	3824.17785	0.00342
Narrikup	3822.24937	0.00343
Narrikup	3820.32089	0.00321
Narrikup	3818.39241	0.00317
Narrikup	3816.46393	0.00318
Narrikup	3814.53544	0.00308
Narrikup	3812.60696	0.00315
Narrikup	3810.67848	0.0033
Narrikup	3808.75	0.00338
Narrikup	3806.82152	0.00331
Narrikup	3804.89304	0.00332
Narrikup	3802.96456	0.00338
Narrikup	3801.03608	0.00321
Narrikup	3799.1076	0.0031
Narrikup	3797.17912	0.00314
Narrikup	3795.25063	0.00313
Narrikup	3793.32215	0.00317
Narrikup	3791.39367	0.00326
Narrikup	3789.46519	0.00331
Narrikup	3787.53671	0.00333
Narrikup	3785.60823	0.00333
Narrikup	3783.67975	0.00332
Narrikup	3781.75127	0.00335
Narrikup	3779.82279	0.0033
Narrikup	3777.89431	0.00318
Narrikup	3775.96582	0.00321
Narrikup	3774.03734	0.00334
Narrikup	3772.10886	0.00341
Narrikup	3770.18038	0.00334
Narrikup	3768.2519	0.00324
Narrikup	3766.32342	0.00324
Narrikup	3764.39494	0.00327
Narrikup	3762.46646	0.00336
Narrikup	3760.53798	0.00342
Narrikup	3758.6095	0.00334
Narrikup	3756.68101	0.00329
Narrikup	3754.75253	0.00339
Narrikup	3752.82405	0.00353
Narrikup	3750.89557	0.0034
Narrikup	3748.96709	0.0032
Narrikup	3747.03861	0.00328
Narrikup	3745.11013	0.00323
Narrikup	3743.18165	0.00304
Narrikup	3741.25317	0.00314
Narrikup	3739.32469	0.0034
Narrikup	3737.3962	0.00357
Narrikup	3735.46772	0.00347
Narrikup	3733.53924	0.00318
Narrikup	3731.61076	0.00312
Narrikup	3729.68228	0.0033
Narrikup	3727.7538	0.00348
Narrikup	3725.82532	0.00349
Narrikup	3723.89684	0.00338
Narrikup	3721.96836	0.00329
Narrikup	3720.03987	0.00325
Narrikup	3718.11139	0.00332
Narrikup	3716.18291	0.00348
Narrikup	3714.25443	0.00363
Narrikup	3712.32595	0.00359
Narrikup	3710.39747	0.00331
Narrikup	3708.46899	0.00325
Narrikup	3706.54051	0.0034
Narrikup	3704.61203	0.00357
Narrikup	3702.68355	0.00362
Narrikup	3700.75506	0.00359
Narrikup	3698.82658	0.00362
Narrikup	3696.8981	0.0037
Narrikup	3694.96962	0.00381
Narrikup	3693.04114	0.00392
Narrikup	3691.11266	0.00393
Narrikup	3689.18418	0.00366
Narrikup	3687.2557	0.00349
Narrikup	3685.32722	0.0036
Narrikup	3683.39874	0.0038
Narrikup	3681.47025	0.00401
Narrikup	3679.54177	0.0042
Narrikup	3677.61329	0.0043
Narrikup	3675.68481	0.00412
Narrikup	3673.75633	0.00401
Narrikup	3671.82785	0.00419
Narrikup	3669.89937	0.0042
Narrikup	3667.97089	0.00414
Narrikup	3666.04241	0.00431
Narrikup	3664.11393	0.00454
Narrikup	3662.18544	0.00473
Narrikup	3660.25696	0.00492
Narrikup	3658.32848	0.00511
Narrikup	3656.4	0.00519
Narrikup	3654.47152	0.00528
Narrikup	3652.54304	0.00553
Narrikup	3650.61456	0.00575
Narrikup	3648.68608	0.00562
Narrikup	3646.7576	0.00557
Narrikup	3644.82912	0.00584
Narrikup	3642.90063	0.00615
Narrikup	3640.97215	0.00641
Narrikup	3639.04367	0.00663
Narrikup	3637.11519	0.00684
Narrikup	3635.18671	0.00705
Narrikup	3633.25823	0.00729
Narrikup	3631.32975	0.00757
Narrikup	3629.40127	0.00769
Narrikup	3627.47279	0.00764
Narrikup	3625.54431	0.00783
Narrikup	3623.61582	0.00816
Narrikup	3621.68734	0.00847
Narrikup	3619.75886	0.00866
Narrikup	3617.83038	0.00877
Narrikup	3615.9019	0.00899
Narrikup	3613.97342	0.00921
Narrikup	3612.04494	0.00936
Narrikup	3610.11646	0.00956
Narrikup	3608.18798	0.00977
Narrikup	3606.2595	0.00995
Narrikup	3604.33101	0.01021
Narrikup	3602.40253	0.01051
Narrikup	3600.47405	0.01074
Narrikup	3598.54557	0.01097
Narrikup	3596.61709	0.01124
Narrikup	3594.68861	0.01147
Narrikup	3592.76013	0.01167
Narrikup	3590.83165	0.01193
Narrikup	3588.90317	0.01219
Narrikup	3586.97468	0.01235
Narrikup	3585.0462	0.01256
Narrikup	3583.11772	0.01288
Narrikup	3581.18924	0.0132
Narrikup	3579.26076	0.01346
Narrikup	3577.33228	0.01367
Narrikup	3575.4038	0.01389
Narrikup	3573.47532	0.01419
Narrikup	3571.54684	0.01455
Narrikup	3569.61836	0.01493
Narrikup	3567.68987	0.01522
Narrikup	3565.76139	0.01535
Narrikup	3563.83291	0.01554
Narrikup	3561.90443	0.01584
Narrikup	3559.97595	0.01613
Narrikup	3558.04747	0.01643
Narrikup	3556.11899	0.01675
Narrikup	3554.19051	0.01702
Narrikup	3552.26203	0.01725
Narrikup	3550.33355	0.01754
Narrikup	3548.40506	0.01791
Narrikup	3546.47658	0.01823
Narrikup	3544.5481	0.01848
Narrikup	3542.61962	0.01876
Narrikup	3540.69114	0.01906
Narrikup	3538.76266	0.01935
Narrikup	3536.83418	0.01962
Narrikup	3534.9057	0.01987
Narrikup	3532.97722	0.02016
Narrikup	3531.04874	0.02047
Narrikup	3529.12025	0.02075
Narrikup	3527.19177	0.02104
Narrikup	3525.26329	0.02136
Narrikup	3523.33481	0.02165
Narrikup	3521.40633	0.02191
Narrikup	3519.47785	0.02221
Narrikup	3517.54937	0.0225
Narrikup	3515.62089	0.02276
Narrikup	3513.69241	0.02302
Narrikup	3511.76393	0.0233
Narrikup	3509.83544	0.02355
Narrikup	3507.90696	0.02381
Narrikup	3505.97848	0.02411
Narrikup	3504.05	0.02442
Narrikup	3502.12152	0.02469
Narrikup	3500.19304	0.02495
Narrikup	3498.26456	0.02522
Narrikup	3496.33608	0.02547
Narrikup	3494.4076	0.02571
Narrikup	3492.47912	0.02596
Narrikup	3490.55063	0.02626
Narrikup	3488.62215	0.02657
Narrikup	3486.69367	0.02686
Narrikup	3484.76519	0.02714
Narrikup	3482.83671	0.02741
Narrikup	3480.90823	0.02769
Narrikup	3478.97975	0.02797
Narrikup	3477.05127	0.02824
Narrikup	3475.12279	0.02852
Narrikup	3473.19431	0.02877
Narrikup	3471.26582	0.02902
Narrikup	3469.33734	0.02928
Narrikup	3467.40886	0.02956
Narrikup	3465.48038	0.02987
Narrikup	3463.5519	0.03018
Narrikup	3461.62342	0.03044
Narrikup	3459.69494	0.03069
Narrikup	3457.76646	0.03098
Narrikup	3455.83798	0.03126
Narrikup	3453.9095	0.03155
Narrikup	3451.98101	0.03185
Narrikup	3450.05253	0.03211
Narrikup	3448.12405	0.03233
Narrikup	3446.19557	0.03257
Narrikup	3444.26709	0.03285
Narrikup	3442.33861	0.03311
Narrikup	3440.41013	0.03337
Narrikup	3438.48165	0.03365
Narrikup	3436.55317	0.03395
Narrikup	3434.62468	0.03422
Narrikup	3432.6962	0.03445
Narrikup	3430.76772	0.0347
Narrikup	3428.83924	0.03497
Narrikup	3426.91076	0.03525
Narrikup	3424.98228	0.0355
Narrikup	3423.0538	0.03575
Narrikup	3421.12532	0.03597
Narrikup	3419.19684	0.03618
Narrikup	3417.26836	0.0364
Narrikup	3415.33987	0.03665
Narrikup	3413.41139	0.03691
Narrikup	3411.48291	0.03716
Narrikup	3409.55443	0.03741
Narrikup	3407.62595	0.03765
Narrikup	3405.69747	0.03786
Narrikup	3403.76899	0.03805
Narrikup	3401.84051	0.03827
Narrikup	3399.91203	0.03849
Narrikup	3397.98355	0.03869
Narrikup	3396.05506	0.03887
Narrikup	3394.12658	0.03907
Narrikup	3392.1981	0.03923
Narrikup	3390.26962	0.03936
Narrikup	3388.34114	0.03951
Narrikup	3386.41266	0.03971
Narrikup	3384.48418	0.03989
Narrikup	3382.5557	0.04006
Narrikup	3380.62722	0.04022
Narrikup	3378.69874	0.04037
Narrikup	3376.77025	0.04055
Narrikup	3374.84177	0.04073
Narrikup	3372.91329	0.04089
Narrikup	3370.98481	0.04105
Narrikup	3369.05633	0.04121
Narrikup	3367.12785	0.04135
Narrikup	3365.19937	0.04151
Narrikup	3363.27089	0.04168
Narrikup	3361.34241	0.04183
Narrikup	3359.41393	0.04193
Narrikup	3357.48544	0.04203
Narrikup	3355.55696	0.04216
Narrikup	3353.62848	0.04228
Narrikup	3351.7	0.04239
Narrikup	3349.77152	0.04253
Narrikup	3347.84304	0.04269
Narrikup	3345.91456	0.04282
Narrikup	3343.98608	0.04295
Narrikup	3342.0576	0.04309
Narrikup	3340.12912	0.04322
Narrikup	3338.20063	0.04334
Narrikup	3336.27215	0.04344
Narrikup	3334.34367	0.04351
Narrikup	3332.41519	0.0436
Narrikup	3330.48671	0.04371
Narrikup	3328.55823	0.0438
Narrikup	3326.62975	0.04388
Narrikup	3324.70127	0.04396
Narrikup	3322.77279	0.04404
Narrikup	3320.84431	0.04412
Narrikup	3318.91582	0.04415
Narrikup	3316.98734	0.04419
Narrikup	3315.05886	0.04426
Narrikup	3313.13038	0.04432
Narrikup	3311.2019	0.04435
Narrikup	3309.27342	0.04437
Narrikup	3307.34494	0.0444
Narrikup	3305.41646	0.04444
Narrikup	3303.48798	0.04446
Narrikup	3301.55949	0.0445
Narrikup	3299.63101	0.04454
Narrikup	3297.70253	0.04457
Narrikup	3295.77405	0.04457
Narrikup	3293.84557	0.04459
Narrikup	3291.91709	0.04461
Narrikup	3289.98861	0.04465
Narrikup	3288.06013	0.04467
Narrikup	3286.13165	0.04467
Narrikup	3284.20317	0.04468
Narrikup	3282.27468	0.04467
Narrikup	3280.3462	0.04465
Narrikup	3278.41772	0.04462
Narrikup	3276.48924	0.0446
Narrikup	3274.56076	0.04457
Narrikup	3272.63228	0.04454
Narrikup	3270.7038	0.0445
Narrikup	3268.77532	0.04443
Narrikup	3266.84684	0.04436
Narrikup	3264.91836	0.0443
Narrikup	3262.98987	0.04422
Narrikup	3261.06139	0.04413
Narrikup	3259.13291	0.04402
Narrikup	3257.20443	0.04392
Narrikup	3255.27595	0.04381
Narrikup	3253.34747	0.04372
Narrikup	3251.41899	0.0436
Narrikup	3249.49051	0.04348
Narrikup	3247.56203	0.04334
Narrikup	3245.63355	0.0432
Narrikup	3243.70506	0.04308
Narrikup	3241.77658	0.04298
Narrikup	3239.8481	0.04287
Narrikup	3237.91962	0.04272
Narrikup	3235.99114	0.04255
Narrikup	3234.06266	0.04239
Narrikup	3232.13418	0.04225
Narrikup	3230.2057	0.04212
Narrikup	3228.27722	0.04197
Narrikup	3226.34874	0.04182
Narrikup	3224.42025	0.04168
Narrikup	3222.49177	0.04154
Narrikup	3220.56329	0.04139
Narrikup	3218.63481	0.04122
Narrikup	3216.70633	0.04107
Narrikup	3214.77785	0.0409
Narrikup	3212.84937	0.04072
Narrikup	3210.92089	0.04054
Narrikup	3208.99241	0.04039
Narrikup	3207.06393	0.04025
Narrikup	3205.13544	0.0401
Narrikup	3203.20696	0.03993
Narrikup	3201.27848	0.03972
Narrikup	3199.35	0.03949
Narrikup	3197.42152	0.03927
Narrikup	3195.49304	0.03908
Narrikup	3193.56456	0.03891
Narrikup	3191.63608	0.03873
Narrikup	3189.7076	0.03853
Narrikup	3187.77912	0.03832
Narrikup	3185.85063	0.03814
Narrikup	3183.92215	0.03796
Narrikup	3181.99367	0.03776
Narrikup	3180.06519	0.03756
Narrikup	3178.13671	0.03733
Narrikup	3176.20823	0.03708
